time,price,volume,buy_or_sell,market_or_limit,misc
1527022664.746,8096.50000,1.00000000,b,l,
1526924362.9399,8399.90000,0.00990484,s,l,
1527022672.1571,8100.90000,0.32040000,s,m,
1527022673.9624,8100.90000,0.01000000,b,m,
1527022676.455,8100.80000,0.07382179,s,m,
1527022677.952,8100.80000,0.00400000,s,l,
1527022678.1182,8100.90000,0.03091109,b,l,
1526955154.4214,8289.80000,0.10000000,b,m,
1527022682.2506,8092.20000,0.33000000,s,m,
1527022683.5921,8092.30000,0.15000000,b,l,
1526988312.6402,8235.90000,0.00242727,s,l,
1527022687.2658,8092.30000,2.45762000,b,l,
1526947144.5253,8390.70000,0.11760000,s,l,
1527022695.4107,8098.60000,0.15000000,b,l,
1527013956.7739,8203.60000,0.01176935,s,m,
1526996795.6002,8234.10000,0.55755478,b,m,
1527000358.2188,8231.60000,2.42700000,s,m,
1527022706.0288,8094.80000,0.13644980,s,l,
1527022707.0646,8100.20000,0.15000000,b,l,
1527022708.6515,8103.90000,0.13706052,b,l,
1527022486.5274,8139.00000,0.10000000,s,m,
1526924406.2524,8399.90000,0.11410000,s,l,
1526927462.1323,8344.80000,0.00304085,s,m,
1526988778.0942,8220.10000,0.13400000,s,l,
1527022719.8179,8100.10000,0.01160646,s,l,
1526989955.1867,8235.80000,0.73987464,s,l,
1526924420.0528,8400.00000,3.56551000,b,l,
1526989957.8638,8234.80000,0.00485473,s,l,
1527022726.9623,8100.10000,0.15690800,s,l,
1527022727.1264,8103.90000,0.10000000,b,l,
1527024431.8805,8058.10000,0.00828728,s,l,
1527022730.8399,8103.90000,0.10000000,b,m,
1527030079.9852,7999.60000,0.56961583,b,m,
1526988566.39,8228.30000,0.12047314,s,l,
1526989972.0459,8236.80000,0.27097336,s,m,
1527022742.2376,8095.00000,0.10778350,s,l,
1527022743.3877,8101.20000,0.00240000,b,l,
1526951317.4404,8328.40000,1.00000000,s,m,
1527022747.4094,8094.20000,0.06000000,s,m,
1527019340.229,8167.90000,0.00248843,s,m,
1527022764.9681,8095.10000,0.00000008,s,m,
1527022766.7303,8099.90000,0.25000000,b,l,
1526963471.2808,8290.00000,0.36495039,s,l,
1526989000.4011,8215.60000,0.05287992,s,l,
1526957234.0885,8298.00000,0.07000000,s,m,
1526990003.5491,8235.40000,0.14998420,s,l,
1526990004.9743,8235.40000,0.00001580,s,l,
1527031346.0033,8019.30000,0.08952412,b,m,
1526997075.6627,8225.70000,0.00130000,s,m,
1527022778.4497,8095.00000,0.00119422,s,l,
1527022780.9408,8099.90000,0.50000000,b,l,
1527022781.2376,8095.00000,0.30000000,s,l,
1527022785.7405,8093.90000,0.61840000,s,l,
1526924482.6692,8400.00000,0.08407141,b,l,
1526990019.1854,8233.20000,0.14998420,s,l,
1527022789.2589,8094.20000,0.18918133,s,m,
1526924486.433,8399.90000,0.00820000,s,l,
1527028757.7169,7975.60000,0.08000000,s,m,
1527022794.4133,8101.20000,0.24240000,b,m,
1526983187.5131,8240.80000,0.01000000,s,l,
1527010850.2849,8219.30000,4.12858000,s,l,
1526979768.4111,8290.50000,0.77677283,b,m,
1526990031.6881,8234.90000,0.08523745,s,l,
1526990032.8998,8234.90000,0.11300000,s,l,
1526990034.6657,8234.90000,0.03700000,s,l,
1526990035.908,8234.30000,0.20388830,s,l,
1527018103.7676,8175.20000,0.06681652,b,l,
1526958784.2536,8298.40000,0.00243090,b,l,
1527022809.9463,8099.20000,0.03235601,b,l,
1527022810.3079,8099.20000,0.10010000,b,l,
1526990044.1276,8237.50000,0.00761140,b,m,
1527022815.1083,8101.20000,0.10000000,b,l,
1526924513.5222,8400.00000,0.00010000,b,m,
1527029669.8514,7969.10000,0.02400000,s,l,
1527023485.2512,8092.00000,0.15000000,b,m,
1526988780.6656,8220.00000,0.10510636,s,l,
1526922739.6201,8393.80000,0.99940577,b,l,
1527019431.7931,8176.10000,0.02500000,s,l,
1526923474.9106,8395.90000,0.15790000,b,l,
1526990062.07,8235.10000,0.12880176,s,l,
1526950781.8687,8357.30000,0.36960249,b,m,
1527012574.999,8184.00000,0.06151000,b,m,
